transaction_id,customer_id,card_id,transaction_type,transaction_date_time,transaction_amount,currency,mcc,description,account_type,account_balance,card_type,card_number_masked,card_expiration_date,card_issuer,cardholder_name,merchant_id,merchant_name,merchant_location,merchant_terminal_id,payment_method,payment_channel,geolocation,authorization_code,authentication_method,3d_secure_status,fraud_risk_score,transaction_status,failure_reason,exchange_rate,rewards_earned,ip_address,device_id,user_agent,session_id,referral_source,companies_directed
a1fb6fd5-4c61-4142-92d6-7888128fa1a3,a8c271c0-75c2-4f61-8cde-3b8c1693492c,278dc40d-dc7d-4bc2-927c-3933e4a906d1,POS,2024-07-05 20:07:27,1447.6,GBP,5411,Dining,business,38019.98,Visa,**** **** **** 3531,03/30,HSBC,AAA,71d65f5c-bd65-4892-bcb0-d26660c3143c,James Group,"{'city': 'Latoyaberg', 'state': 'MO', 'country': 'UK'}",T9379,chip,POS,"{'latitude': Decimal('-53.5463095'), 'longitude': Decimal('149.590162')}",770224,PIN,,25,approved,,,4,,,,cd85c7b2-a901-437b-903d-4a4ab22f8286,direct,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
979caaba-18b2-4a0a-9c14-c39ecc0cd74a,a8c271c0-75c2-4f61-8cde-3b8c1693492c,45607dd2-6d5b-4dad-95c1-98592df663af,POS,2024-07-10 03:55:09,1595.78,GBP,5812,Dining,business,23087.69,Visa,**** **** **** 5053,02/30,NatWest,AAA,27c42828-d9c6-401b-89cd-2a468fd2340e,Wilson Inc,"{'city': 'New Harry', 'state': 'RI', 'country': 'UK'}",T5216,NFC,POS,"{'latitude': Decimal('-78.4148545'), 'longitude': Decimal('178.848536')}",452196,PIN,,29,approved,,,5,,,,12883c52-9848-4aa7-bcd5-4f999b5c373d,advertisement,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
af110552-94fd-49b2-9165-214fff76e001,a8c271c0-75c2-4f61-8cde-3b8c1693492c,45607dd2-6d5b-4dad-95c1-98592df663af,POS,2024-09-27 16:04:28,1099.05,GBP,5411,Fuel,business,14915.09,Visa,**** **** **** 2242,11/29,NatWest,AAA,b857ab88-411f-4cab-8ca5-77ae0408b31a,Kelley and Sons,"{'city': 'Joburgh', 'state': 'KS', 'country': 'UK'}",T6517,swipe,POS,"{'latitude': Decimal('10.3713535'), 'longitude': Decimal('19.686933')}",703717,PIN,,25,approved,,,1,,,,c7547d12-2790-452b-b4e5-0c55d6439e32,direct,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
f52904e1-f336-492c-8b3e-b59a90cf5689,a8c271c0-75c2-4f61-8cde-3b8c1693492c,278dc40d-dc7d-4bc2-927c-3933e4a906d1,POS,2024-06-11 05:43:47,4978.05,GBP,5411,Dining,business,47184.16,Visa,**** **** **** 6647,10/33,HSBC,AAA,0a288164-092a-45f1-8cc7-d26abe6c1498,Cunningham-Powell,"{'city': 'Pricechester', 'state': 'TX', 'country': 'UK'}",T5072,NFC,POS,"{'latitude': Decimal('75.9761625'), 'longitude': Decimal('-104.703154')}",571762,PIN,,30,approved,,,2,,,,920ce008-afbc-4e5b-853c-ffa5b5fa2e43,direct,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
503496ac-4847-48ef-88b0-c5c538b3f1a4,a8c271c0-75c2-4f61-8cde-3b8c1693492c,45607dd2-6d5b-4dad-95c1-98592df663af,POS,2024-09-23 14:19:13,638.78,GBP,5812,Office Supplies,business,14428.27,Visa,**** **** **** 2759,11/31,NatWest,AAA,12316b57-2927-42f8-b1f9-75c3d7319608,King-Sampson,"{'city': 'Lynchfurt', 'state': 'WY', 'country': 'UK'}",T3074,swipe,POS,"{'latitude': Decimal('16.134118'), 'longitude': Decimal('-15.456476')}",811247,PIN,,13,approved,,,3,,,,e2f0405d-005c-4d43-a0dc-65d68069cc1d,direct,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
98dd0f77-6910-45e3-a2d4-cd787ef6e69a,a8c271c0-75c2-4f61-8cde-3b8c1693492c,45607dd2-6d5b-4dad-95c1-98592df663af,POS,2024-10-09 11:02:10,4683.94,GBP,5812,Dining,business,18253.34,Visa,**** **** **** 7166,03/28,NatWest,AAA,9e1394d5-cd1a-44c0-bf02-824b3b9929b9,"Barrett, Turner and Chapman","{'city': 'Davischester', 'state': 'DE', 'country': 'UK'}",T2351,NFC,POS,"{'latitude': Decimal('64.6827715'), 'longitude': Decimal('-88.115116')}",214541,PIN,,23,approved,,,4,,,,678dc56c-0069-4cd8-96fd-f8d0536da8cc,advertisement,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
9f4b69ce-29b3-49d1-b698-c896d745bb76,a8c271c0-75c2-4f61-8cde-3b8c1693492c,278dc40d-dc7d-4bc2-927c-3933e4a906d1,POS,2024-08-28 22:34:34,606.06,GBP,5812,Office Supplies,business,6522.7,Visa,**** **** **** 7149,10/32,HSBC,AAA,f9f45028-424b-4627-a3c6-2647fb694dd9,"Parker, Martinez and Bartlett","{'city': 'West Nicoleville', 'state': 'AR', 'country': 'UK'}",T3768,chip,POS,"{'latitude': Decimal('-38.0858365'), 'longitude': Decimal('124.720610')}",585439,PIN,,10,approved,,,0,,,,1e5d5844-9643-4f33-95b2-52f1456d9a30,direct,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
1e817122-725f-4396-9061-f775eccaf570,a8c271c0-75c2-4f61-8cde-3b8c1693492c,45607dd2-6d5b-4dad-95c1-98592df663af,POS,2024-06-19 00:21:02,1213.88,GBP,5999,Office Supplies,business,35862.41,Visa,**** **** **** 9069,04/25,NatWest,AAA,7e420db8-36bd-4f93-8d30-0580e798629b,Sanchez Inc,"{'city': 'Sarahton', 'state': 'ND', 'country': 'UK'}",T7648,swipe,POS,"{'latitude': Decimal('63.834555'), 'longitude': Decimal('44.132645')}",321635,PIN,,13,approved,,,0,,,,e0ecd773-419b-4f58-b86d-7ae679e2fe2f,advertisement,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
bb96b686-9d3a-4172-b43f-8c9332c93099,a8c271c0-75c2-4f61-8cde-3b8c1693492c,278dc40d-dc7d-4bc2-927c-3933e4a906d1,POS,2024-08-12 13:53:16,1775.28,GBP,5999,Office Supplies,business,39449.76,Visa,**** **** **** 2234,09/34,HSBC,AAA,7c06f6dc-f7f1-4869-b16c-896e5cf97016,"Gibbs, Melendez and Short","{'city': 'North Adrian', 'state': 'MH', 'country': 'UK'}",T1029,chip,POS,"{'latitude': Decimal('-49.6506325'), 'longitude': Decimal('150.113237')}",993249,PIN,,11,approved,,,3,,,,7822cc3b-4baf-4b62-9d5a-b12704fd4293,direct,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
a7afa5c0-cda3-4488-9f9e-8101198f6b86,a8c271c0-75c2-4f61-8cde-3b8c1693492c,45607dd2-6d5b-4dad-95c1-98592df663af,POS,2024-10-31 17:47:20,4744.1,GBP,5411,Office Supplies,business,11433.02,Visa,**** **** **** 3675,01/25,NatWest,AAA,3942def6-ea57-42c9-9c6b-f2398bb2efe9,Rogers-Sellers,"{'city': 'West Chelseabury', 'state': 'KY', 'country': 'UK'}",T4464,NFC,POS,"{'latitude': Decimal('-82.4413955'), 'longitude': Decimal('169.453845')}",481710,PIN,,22,approved,,,1,,,,bdcfdf10-b532-4425-aa44-ab6aaa8dfcbf,direct,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
19d7f5b6-eff6-4e98-8c7a-9f36ad2bf473,a8c271c0-75c2-4f61-8cde-3b8c1693492c,45607dd2-6d5b-4dad-95c1-98592df663af,POS,2024-07-17 04:39:00,1050.85,GBP,5812,Fuel,business,18176.88,Visa,**** **** **** 8247,10/28,NatWest,AAA,33b9d6e9-4964-4eb0-a1d3-5719f92130bf,Brown-Moore,"{'city': 'Port Jillian', 'state': 'AK', 'country': 'UK'}",T7941,chip,POS,"{'latitude': Decimal('69.2199835'), 'longitude': Decimal('62.313206')}",272176,PIN,,20,approved,,,0,,,,d72a0017-5eb4-4cba-a77c-e4c96c8b686a,advertisement,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
ba2aa1da-f946-4361-89ed-0b75f995a964,a8c271c0-75c2-4f61-8cde-3b8c1693492c,45607dd2-6d5b-4dad-95c1-98592df663af,POS,2024-07-07 13:42:43,3619.37,GBP,5812,Office Supplies,business,29176.72,Visa,**** **** **** 8326,06/34,NatWest,AAA,e1cae48e-1452-4d59-bcdc-f587ba1f7c7c,Barnes-Burgess,"{'city': 'Bakerberg', 'state': 'OH', 'country': 'UK'}",T6452,swipe,POS,"{'latitude': Decimal('66.450251'), 'longitude': Decimal('-145.310059')}",901842,PIN,,30,approved,,,2,,,,d2920f4a-d2a6-4663-aded-ef6994953ae2,advertisement,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
9f70970d-6f94-4778-8976-5dcdef21858a,a8c271c0-75c2-4f61-8cde-3b8c1693492c,278dc40d-dc7d-4bc2-927c-3933e4a906d1,POS,2024-06-12 14:54:10,4123.63,GBP,5411,Dining,business,27226.14,Visa,**** **** **** 1998,06/26,HSBC,AAA,4efae9f4-a97d-40b7-b40a-aeefe69e5e42,Holt-Black,"{'city': 'Snydermouth', 'state': 'HI', 'country': 'UK'}",T9812,NFC,POS,"{'latitude': Decimal('83.689554'), 'longitude': Decimal('63.975406')}",473222,PIN,,12,approved,,,2,,,,0ab177a8-3aef-44bd-a3c9-dbc6927a72a6,advertisement,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
5c16e1d4-4e59-4539-ae6e-93b8ae8d4495,a8c271c0-75c2-4f61-8cde-3b8c1693492c,45607dd2-6d5b-4dad-95c1-98592df663af,POS,2024-06-18 21:18:12,1817.33,GBP,5812,Fuel,business,27437.23,Visa,**** **** **** 6295,07/29,NatWest,AAA,4d304061-b84b-418e-a2de-aa76ae1f4c84,"Wilkerson, Koch and Patterson","{'city': 'New Donna', 'state': 'WY', 'country': 'UK'}",T9127,NFC,POS,"{'latitude': Decimal('34.544894'), 'longitude': Decimal('64.534508')}",360829,PIN,,26,approved,,,3,,,,99ead683-f3da-400a-9ff5-1f511e720bdc,advertisement,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
cfa68e05-5cc9-43ea-b977-b078b8b10753,a8c271c0-75c2-4f61-8cde-3b8c1693492c,45607dd2-6d5b-4dad-95c1-98592df663af,POS,2024-07-31 19:58:48,3383.28,GBP,5812,Dining,business,18293.7,Visa,**** **** **** 5064,04/31,NatWest,AAA,85c089bf-cd0d-4817-b1c6-844b48c51d78,"Bailey, Edwards and Frederick","{'city': 'Johnsonland', 'state': 'VI', 'country': 'UK'}",T6627,NFC,POS,"{'latitude': Decimal('-60.6385315'), 'longitude': Decimal('-26.000920')}",588439,PIN,,29,approved,,,2,,,,dbca53fa-1d99-41c7-9393-94c98a8ac3bf,direct,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
7ac295cc-2bbd-4915-86a5-466a024e5aa1,a8c271c0-75c2-4f61-8cde-3b8c1693492c,278dc40d-dc7d-4bc2-927c-3933e4a906d1,POS,2024-09-30 16:58:26,4625.46,GBP,5411,Office Supplies,business,33510.67,Visa,**** **** **** 9202,02/34,HSBC,AAA,13f54eed-e800-42a4-8372-795e33ecfc59,"Combs, Rivera and Walker","{'city': 'Amandatown', 'state': 'NJ', 'country': 'UK'}",T1907,chip,POS,"{'latitude': Decimal('75.1750625'), 'longitude': Decimal('-178.333162')}",644231,PIN,,17,approved,,,5,,,,78242519-4f21-495c-914b-a995bed71e48,advertisement,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
f080118a-f4d6-46df-88c5-bc198f442f12,a8c271c0-75c2-4f61-8cde-3b8c1693492c,45607dd2-6d5b-4dad-95c1-98592df663af,POS,2024-06-16 15:15:50,3936.55,GBP,5411,Fuel,business,42513.7,Visa,**** **** **** 6267,11/34,NatWest,AAA,18fb5da8-4aa2-42c0-8cba-c5a9023bb3db,Brown-Summers,"{'city': 'Walkerburgh', 'state': 'OH', 'country': 'UK'}",T2101,NFC,POS,"{'latitude': Decimal('44.2035955'), 'longitude': Decimal('90.773770')}",810349,PIN,,30,approved,,,1,,,,beafe1a2-287a-4670-8566-f923cc4fd98c,direct,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
ed336d0e-6d58-4fb9-a5b1-69e0e12b047d,a8c271c0-75c2-4f61-8cde-3b8c1693492c,45607dd2-6d5b-4dad-95c1-98592df663af,POS,2024-06-25 01:11:12,3417.79,GBP,5999,Office Supplies,business,38058.87,Visa,**** **** **** 6073,02/28,NatWest,AAA,5d3f3b01-e961-4cd6-b766-b379572aede0,Wilson LLC,"{'city': 'West John', 'state': 'DE', 'country': 'UK'}",T8106,chip,POS,"{'latitude': Decimal('57.355238'), 'longitude': Decimal('60.067472')}",586792,PIN,,24,approved,,,4,,,,ce135337-61d1-470f-8403-9a6dcaccdd82,direct,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
8e2c7bc5-c2fd-401e-9fd1-fe352ad5101c,a8c271c0-75c2-4f61-8cde-3b8c1693492c,278dc40d-dc7d-4bc2-927c-3933e4a906d1,POS,2024-09-10 17:57:35,2029.93,GBP,5812,Dining,business,22567.9,Visa,**** **** **** 5836,03/31,HSBC,AAA,39aa5dd5-f85c-4ede-8288-9f9c1dba84e8,Barnes-Reeves,"{'city': 'New Micheleshire', 'state': 'VI', 'country': 'UK'}",T2726,chip,POS,"{'latitude': Decimal('-62.9449245'), 'longitude': Decimal('99.105726')}",215249,PIN,,25,approved,,,1,,,,72a927a5-9267-4546-9872-92937fff2df3,advertisement,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
ebeb5a70-dfcf-4c75-bf02-18c7c66cd8fe,a8c271c0-75c2-4f61-8cde-3b8c1693492c,278dc40d-dc7d-4bc2-927c-3933e4a906d1,POS,2024-08-15 10:37:07,4913.11,GBP,5411,Office Supplies,business,43304.8,Visa,**** **** **** 1136,12/24,HSBC,AAA,d6fc3b12-4f02-4048-8475-535b28947c33,Taylor PLC,"{'city': 'North Jonathanside', 'state': 'NM', 'country': 'UK'}",T6675,swipe,POS,"{'latitude': Decimal('-30.0343705'), 'longitude': Decimal('16.963026')}",534382,PIN,,14,approved,,,3,,,,86a4feb7-1de6-4e67-aad1-e13ffe3ce7d7,advertisement,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
55c1c2ca-426b-406e-a5cc-924617c6b213,a8c271c0-75c2-4f61-8cde-3b8c1693492c,45607dd2-6d5b-4dad-95c1-98592df663af,POS,2024-10-10 17:37:37,3229.62,GBP,5812,Office Supplies,business,40398.36,Visa,**** **** **** 4041,06/29,NatWest,AAA,2e0e2ba1-7405-4b19-b7b1-d6cefff3afe0,"Collins, Duke and Small","{'city': 'Hancockbury', 'state': 'GU', 'country': 'UK'}",T4351,chip,POS,"{'latitude': Decimal('59.596348'), 'longitude': Decimal('109.879089')}",883773,PIN,,23,approved,,,5,,,,f7eb6569-2718-49ca-b534-0ebe16a11c9d,direct,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
7b991bfc-63f5-4192-90e8-0743e19279ec,a8c271c0-75c2-4f61-8cde-3b8c1693492c,278dc40d-dc7d-4bc2-927c-3933e4a906d1,POS,2024-11-05 19:01:22,2199.34,GBP,5999,Dining,business,9767.91,Visa,**** **** **** 2653,12/32,HSBC,AAA,40e3706c-36c6-4e8a-a2f6-0443d2667cbe,Lynch PLC,"{'city': 'Laurieburgh', 'state': 'VT', 'country': 'UK'}",T6939,chip,POS,"{'latitude': Decimal('-41.5781295'), 'longitude': Decimal('-135.137740')}",158454,PIN,,22,approved,,,0,,,,dee6d007-43eb-4474-9d9b-f5bddf667a10,direct,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
